
Project:     span1
Program:     Waypoint ToolBox BETA Version 1.00.2506
Profile:     Extended Geographic (TOW)
Source:      GPS Epochs(Forward)

Datum:       WGS84
Remote:      Antenna height 0.000 m, to L1-PC (Generic)
SD/Covariance Scaling Settings:
  Position: No scaling (1-sigma)
  Velocity: No scaling (1-sigma)
  Increase SD on kinematic float: No

      GPSTime Week         Latitude        Longitude        H-Ell      SDHoriz     SDHeight     VEast    VNorth       VUp Sol       Roll      Pitch    Heading
        (sec) week       (+/-D M S)       (+/-D M S)          (m)          (m)          (m)     (m/s)     (m/s)     (m/s)          (Deg)      (Deg)      (Deg)
 34341.250000 2047   22 18 07.77747  114 11 19.33656        3.931        0.000        0.000     0.005    -0.002    -0.007 3      2.69710    0.51950  205.06110
 34341.350000 2047   22 18 07.77747  114 11 19.33655        3.932        0.000        0.000    -0.003     0.001     0.027 3      2.69980    0.51690  205.06000
 34341.450000 2047   22 18 07.77747  114 11 19.33655        3.932        0.000        0.000     0.003    -0.001    -0.005 3      2.69790    0.51560  205.06070
 34341.550000 2047   22 18 07.77747  114 11 19.33655        3.932        0.000        0.000    -0.003    -0.002     0.027 3      2.70020    0.51550  205.06030
 34341.650000 2047   22 18 07.77747  114 11 19.33655        3.933        0.000        0.000     0.001    -0.001    -0.005 3      2.69700    0.51430  205.06090
 34341.750000 2047   22 18 07.77747  114 11 19.33655        3.933        0.000        0.000    -0.003    -0.005     0.027 3      2.70090    0.51340  205.05970
 34341.850000 2047   22 18 07.77747  114 11 19.33655        3.934        0.000        0.000     0.004    -0.005    -0.006 3      2.69790    0.51730  205.06130
 34341.950000 2047   22 18 07.77748  114 11 19.33654        3.934        0.000        0.000    -0.001    -0.003     0.027 3      2.70110    0.51600  205.05980
 34342.050000 2047   22 18 07.77748  114 11 19.33654        3.935        0.000        0.000     0.004    -0.002    -0.007 3      2.69950    0.51790  205.06110
 34342.150000 2047   22 18 07.77748  114 11 19.33654        3.935        0.000        0.000    -0.002    -0.001     0.025 3      2.70280    0.51740  205.06050
 34342.250000 2047   22 18 07.77748  114 11 19.33654        3.936        0.000        0.000     0.004     0.000    -0.007 3      2.69900    0.51620  205.06130
 34342.350000 2047   22 18 07.77748  114 11 19.33654        3.936        0.000        0.000     0.000    -0.005     0.025 3      2.70240    0.51280  205.06010
 34342.450000 2047   22 18 07.77748  114 11 19.33654        3.936        0.000        0.000     0.002    -0.003    -0.009 3      2.69880    0.51650  205.06150
 34342.550000 2047   22 18 07.77748  114 11 19.33654        3.937        0.000        0.000     0.001    -0.006     0.026 3      2.70220    0.51320  205.06000
 34342.650000 2047   22 18 07.77748  114 11 19.33654        3.937        0.000        0.000     0.003    -0.006    -0.008 3      2.69920    0.51580  205.06110
 34342.750000 2047   22 18 07.77748  114 11 19.33653        3.938        0.000        0.000     0.002    -0.005     0.024 3      2.70250    0.51660  205.06070
 34342.850000 2047   22 18 07.77748  114 11 19.33653        3.938        0.000        0.000     0.005    -0.003    -0.006 3      2.69740    0.51620  205.06090
 34342.950000 2047   22 18 07.77748  114 11 19.33653        3.939        0.000        0.000     0.003    -0.005     0.025 3      2.70260    0.51310  205.06010
 34343.050000 2047   22 18 07.77748  114 11 19.33653        3.939        0.000        0.000     0.001     0.001    -0.007 3      2.69910    0.51910  205.06130
 34343.150000 2047   22 18 07.77748  114 11 19.33653        3.940        0.000        0.000     0.002    -0.002     0.022 3      2.70270    0.51460  205.05980
 34343.250000 2047   22 18 07.77748  114 11 19.33653        3.940        0.000        0.000     0.005    -0.005    -0.006 3      2.70000    0.51710  205.06080
 34343.350000 2047   22 18 07.77748  114 11 19.33653        3.940        0.000        0.000     0.005    -0.008     0.020 3      2.70170    0.51580  205.06030
 34343.450000 2047   22 18 07.77748  114 11 19.33653        3.941        0.000        0.000    -0.001    -0.004    -0.001 3      2.69940    0.51800  205.06040
 34343.550000 2047   22 18 07.77748  114 11 19.33653        3.941        0.000        0.000     0.007    -0.007     0.011 3      2.70120    0.51710  205.06060
 34343.650000 2047   22 18 07.77748  114 11 19.33653        3.942        0.000        0.000     0.002    -0.005     0.010 3      2.69880    0.51980  205.06100
 34343.750000 2047   22 18 07.77748  114 11 19.33653        3.942        0.000        0.000     0.003    -0.005     0.003 3      2.70040    0.51960  205.06060
 34343.850000 2047   22 18 07.77748  114 11 19.33653        3.943        0.000        0.000     0.006    -0.006     0.016 3      2.70080    0.51600  205.06060
 34343.950000 2047   22 18 07.77748  114 11 19.33653        3.943        0.000        0.000     0.000    -0.001    -0.001 3      2.70000    0.52110  205.06130
 34344.050000 2047   22 18 07.77734  114 11 19.33656        4.004        0.000        0.000     0.008    -0.006     0.019 3      2.70280    0.51580  205.06010
 34344.150000 2047   22 18 07.77733  114 11 19.33656        4.004        0.000        0.000    -0.003     0.000     0.001 3      2.69890    0.51630  205.06110
 34344.250000 2047   22 18 07.77732  114 11 19.33657        4.005        0.000        0.000     0.008    -0.005     0.014 3      2.70270    0.51410  205.06060
 34344.350000 2047   22 18 07.77730  114 11 19.33658        4.006        0.000        0.000    -0.004    -0.001     0.006 3      2.69850    0.51560  205.06130
 34344.450000 2047   22 18 07.77728  114 11 19.33659        4.007        0.000        0.000     0.006    -0.008     0.011 3      2.70140    0.51280  205.06060
 34344.550000 2047   22 18 07.77727  114 11 19.33660        4.007        0.000        0.000    -0.004    -0.003     0.007 3      2.69680    0.51610  205.06100
 34344.650000 2047   22 18 07.77726  114 11 19.33661        4.008        0.000        0.000     0.007    -0.010     0.011 3      2.70560    0.51560  205.06050
 34344.750000 2047   22 18 07.77724  114 11 19.33661        4.009        0.000        0.000    -0.002    -0.005     0.007 3      2.69920    0.51580  205.06090
 34344.850000 2047   22 18 07.77723  114 11 19.33662        4.010        0.000        0.000     0.008    -0.008     0.011 3      2.70350    0.51560  205.06100
 34344.950000 2047   22 18 07.77721  114 11 19.33663        4.010        0.000        0.000    -0.004    -0.002     0.007 3      2.69910    0.51890  205.06130
 34345.050000 2047   22 18 07.77719  114 11 19.33663        4.011        0.000        0.000     0.005    -0.008     0.012 3      2.70510    0.51410  205.06110
 34345.150000 2047   22 18 07.77717  114 11 19.33664        4.012        0.000        0.000    -0.002    -0.004     0.005 3      2.69970    0.51560  205.06110
 34345.250000 2047   22 18 07.77715  114 11 19.33665        4.012        0.000        0.000     0.006    -0.009     0.013 3      2.70140    0.51260  205.06080
 34345.350000 2047   22 18 07.77713  114 11 19.33666        4.013        0.000        0.000    -0.002    -0.005     0.003 3      2.69670    0.51720  205.06200
 34345.450000 2047   22 18 07.77711  114 11 19.33666        4.014        0.000        0.000     0.005    -0.011     0.014 3      2.70330    0.51520  205.06160
 34345.550000 2047   22 18 07.77709  114 11 19.33667        4.014        0.000        0.000     0.000    -0.006     0.003 3      2.69910    0.51510  205.06170
 34345.650000 2047   22 18 07.77707  114 11 19.33668        4.015        0.000        0.000     0.006    -0.008     0.016 3      2.70060    0.51450  205.06190
 34345.750000 2047   22 18 07.77705  114 11 19.33669        4.016        0.000        0.000    -0.003    -0.005     0.003 3      2.69700    0.51590  205.06240
 34345.850000 2047   22 18 07.77702  114 11 19.33669        4.017        0.000        0.000     0.002    -0.008     0.018 3      2.70350    0.51280  205.06060
 34345.950000 2047   22 18 07.77700  114 11 19.33670        4.018        0.000        0.000     0.002    -0.004     0.003 3      2.69660    0.51450  205.06340
 34346.050000 2047   22 18 07.77698  114 11 19.33671        4.019        0.000        0.000     0.000    -0.007     0.018 3      2.70060    0.51720  205.06010
 34346.150000 2047   22 18 07.77697  114 11 19.33671        4.019        0.000        0.000     0.002    -0.008     0.001 3      2.70060    0.51660  205.06150
 34346.250000 2047   22 18 07.77697  114 11 19.33671        4.020        0.000        0.000    -0.001    -0.006     0.019 3      2.70380    0.51380  205.05990
 34346.350000 2047   22 18 07.77696  114 11 19.33671        4.020        0.000        0.000     0.007    -0.007     0.001 3      2.70010    0.51710  205.06140
 34346.450000 2047   22 18 07.77695  114 11 19.33671        4.020        0.000        0.000    -0.002    -0.005     0.020 3      2.69950    0.51660  205.06100
 34346.550000 2047   22 18 07.77694  114 11 19.33671        4.021        0.000        0.000     0.001    -0.006     0.002 3      2.69990    0.51450  205.06080
 34346.650000 2047   22 18 07.77693  114 11 19.33671        4.021        0.000        0.000    -0.003    -0.005     0.019 3      2.70500    0.51410  205.05990
 34346.750000 2047   22 18 07.77692  114 11 19.33671        4.022        0.000        0.000     0.008    -0.010     0.003 3      2.70180    0.51570  205.06190
 34346.850000 2047   22 18 07.77691  114 11 19.33671        4.022        0.000        0.000    -0.004    -0.007     0.019 3      2.69900    0.51560  205.06000
 34346.950000 2047   22 18 07.77690  114 11 19.33671        4.023        0.000        0.000     0.007    -0.010     0.002 3      2.70380    0.51600  205.06140
 34347.050000 2047   22 18 07.77689  114 11 19.33671        4.023        0.000        0.000    -0.009    -0.005     0.019 3      2.71160    0.51570  205.06240
 34347.150000 2047   22 18 07.77688  114 11 19.33671        4.024        0.000        0.000     0.001    -0.005    -0.001 3      2.70930    0.51300  205.06210
 34347.250000 2047   22 18 07.77687  114 11 19.33671        4.024        0.000        0.000    -0.011    -0.002     0.018 3      2.70710    0.51450  205.06130
 34347.350000 2047   22 18 07.77686  114 11 19.33670        4.025        0.000        0.000    -0.001    -0.008     0.006 3      2.71050    0.51350  205.06240
 34347.450000 2047   22 18 07.77685  114 11 19.33670        4.025        0.000        0.000    -0.007    -0.006     0.008 3      2.70800    0.51310  205.06220
 34347.550000 2047   22 18 07.77684  114 11 19.33669        4.025        0.000        0.000    -0.006    -0.007     0.011 3      2.71170    0.51470  205.06230
 34347.650000 2047   22 18 07.77684  114 11 19.33668        4.026        0.000        0.000    -0.001    -0.006     0.003 3      2.70820    0.51430  205.06220
 34347.750000 2047   22 18 07.77683  114 11 19.33667        4.026        0.000        0.000    -0.011    -0.005     0.016 3      2.70920    0.51320  205.06210
 34347.850000 2047   22 18 07.77682  114 11 19.33666        4.027        0.000        0.000    -0.005    -0.005    -0.004 3      2.70890    0.51340  205.06290
 34347.950000 2047   22 18 07.77681  114 11 19.33665        4.027        0.000        0.000    -0.010    -0.005     0.023 3      2.71140    0.51240  205.06200
 34348.050000 2047   22 18 07.77680  114 11 19.33664        4.028        0.000        0.000    -0.003    -0.003    -0.010 3      2.70160    0.51930  205.06130
 34348.150000 2047   22 18 07.77679  114 11 19.33663        4.028        0.000        0.000     0.003    -0.009     0.019 3      2.70370    0.51630  205.06100
 34348.250000 2047   22 18 07.77678  114 11 19.33663        4.028        0.000        0.000    -0.007    -0.002    -0.004 3      2.69990    0.52310  205.06180
 34348.350000 2047   22 18 07.77678  114 11 19.33662        4.029        0.000        0.000     0.004    -0.008     0.009 3      2.70410    0.51780  205.06120
 34348.450000 2047   22 18 07.77677  114 11 19.33661        4.029        0.000        0.000    -0.005    -0.007     0.010 3      2.70240    0.52130  205.06130
 34348.550000 2047   22 18 07.77676  114 11 19.33660        4.029        0.000        0.000     0.002    -0.005    -0.003 3      2.70370    0.52280  205.06200
 34348.650000 2047   22 18 07.77676  114 11 19.33660        4.030        0.000        0.000     0.003    -0.005     0.021 3      2.70430    0.51990  205.06160
 34348.750000 2047   22 18 07.77675  114 11 19.33659        4.030        0.000        0.000    -0.002    -0.001    -0.005 3      2.70240    0.52280  205.06180
 34348.850000 2047   22 18 07.77674  114 11 19.33659        4.030        0.000        0.000     0.006    -0.007     0.018 3      2.70560    0.51820  205.06150
 34348.950000 2047   22 18 07.77673  114 11 19.33658        4.030        0.000        0.000    -0.006     0.003     0.002 3      2.70380    0.52040  205.06190
 34349.050000 2047   22 18 07.77673  114 11 19.33658        4.031        0.000        0.000     0.005    -0.003     0.008 3      2.71160    0.51870  205.06160
 34349.150000 2047   22 18 07.77672  114 11 19.33657        4.031        0.000        0.000    -0.009    -0.001     0.010 3      2.70740    0.52030  205.06040
 34349.250000 2047   22 18 07.77672  114 11 19.33657        4.031        0.000        0.000     0.000    -0.001    -0.001 3      2.71010    0.51840  205.06230
 34349.350000 2047   22 18 07.77671  114 11 19.33656        4.032        0.000        0.000    -0.009    -0.003     0.019 3      2.71010    0.51910  205.06020
 34349.450000 2047   22 18 07.77670  114 11 19.33656        4.032        0.000        0.000    -0.001    -0.009    -0.009 3      2.71160    0.52030  205.06120
 34349.550000 2047   22 18 07.77670  114 11 19.33655        4.032        0.000        0.000    -0.005    -0.008     0.023 3      2.70990    0.52010  205.06150
 34349.650000 2047   22 18 07.77669  114 11 19.33655        4.033        0.000        0.000    -0.001    -0.006    -0.012 3      2.70580    0.52320  205.06170
 34349.750000 2047   22 18 07.77668  114 11 19.33654        4.033        0.000        0.000    -0.003    -0.010     0.022 3      2.71010    0.52140  205.06140
 34349.850000 2047   22 18 07.77668  114 11 19.33654        4.033        0.000        0.000    -0.005    -0.003    -0.012 3      2.70810    0.52340  205.06230
 34349.950000 2047   22 18 07.77667  114 11 19.33653        4.033        0.000        0.000    -0.001    -0.004     0.020 3      2.71290    0.51930  205.06150
 34350.000000 2047   22 18 07.77667  114 11 19.33653        4.033        0.000        0.000     0.006    -0.007    -0.001 3      2.71170    0.52000  205.06160
